Location,Social Category,year,level,gender,drop out rate
Mizoram,ST,2017-18,primary,overall,7.48
Mizoram,OBC,2017-18,primary,overall,0
Mizoram,Overall,2017-18,primary,overall,8.01
Nagaland,General,2017-18,primary,overall,20.19
Nagaland,SC,2017-18,primary,overall,0
Nagaland,ST,2017-18,primary,overall,3.2
Nagaland,OBC,2017-18,primary,overall,0
Nagaland,Overall,2017-18,primary,overall,4.63
Odisha,General,2017-18,primary,overall,8.29
Odisha,SC,2017-18,primary,overall,3.78
Odisha,ST,2017-18,primary,overall,9.39
Odisha,OBC,2017-18,primary,overall,2.62
Odisha,Overall,2017-18,primary,overall,5.82
Puducherry,General,2017-18,primary,overall,0
Puducherry,SC,2017-18,primary,overall,4.62
Puducherry,ST,2017-18,primary,overall,0
Puducherry,OBC,2017-18,primary,overall,4.98
Puducherry,Overall,2017-18,primary,overall,3.22
Punjab,General,2017-18,primary,overall,4.72
Punjab,SC,2017-18,primary,overall,2.05
Punjab,ST,2017-18,primary,overall,0
Punjab,OBC,2017-18,primary,overall,0
Punjab,Overall,2017-18,primary,overall,2.92
Rajasthan,General,2017-18,primary,overall,3.91
Rajasthan,SC,2017-18,primary,overall,3.42
Rajasthan,ST,2017-18,primary,overall,4.57
Rajasthan,OBC,2017-18,primary,overall,2.85
Rajasthan,Overall,2017-18,primary,overall,3.41
Sikkim,General,2017-18,primary,overall,9.76
Sikkim,SC,2017-18,primary,overall,0
Sikkim,ST,2017-18,primary,overall,0
Sikkim,OBC,2017-18,primary,overall,0
Sikkim,Overall,2017-18,primary,overall,0
Tamilnadu,General,2017-18,primary,overall,0
Tamilnadu,SC,2017-18,primary,overall,9.3
Tamilnadu,ST,2017-18,primary,overall,7.81
Tamilnadu,OBC,2017-18,primary,overall,5.13
Tamilnadu,Overall,2017-18,primary,overall,5.93
Telangana,General,2017-18,primary,overall,0.77
Telangana,SC,2017-18,primary,overall,4.14
Telangana,ST,2017-18,primary,overall,7.72
Telangana,OBC,2017-18,primary,overall,3.5
Telangana,Overall,2017-18,primary,overall,3.53
Tripura,General,2017-18,primary,overall,4.26
Tripura,SC,2017-18,primary,overall,0
Tripura,ST,2017-18,primary,overall,0.71
Tripura,OBC,2017-18,primary,overall,0
Tripura,Overall,2017-18,primary,overall,0.9
Uttarakhand,General,2017-18,primary,overall,0
Uttarakhand,SC,2017-18,primary,overall,4.78
Uttarakhand,ST,2017-18,primary,overall,7.66
Uttarakhand,OBC,2017-18,primary,overall,6.83
Uttarakhand,Overall,2017-18,primary,overall,3.39
Uttar Pradesh,General,2017-18,primary,overall,6.46
Uttar Pradesh,SC,2017-18,primary,overall,9.48
Uttar Pradesh,ST,2017-18,primary,overall,0
Uttar Pradesh,OBC,2017-18,primary,overall,6.4
Uttar Pradesh,Overall,2017-18,primary,overall,7.18
West Bengal,General,2017-18,primary,overall,0.59
West Bengal,SC,2017-18,primary,overall,0
West Bengal,ST,2017-18,primary,overall,1.33
West Bengal,OBC,2017-18,primary,overall,0
West Bengal,Overall,2017-18,primary,overall,0.21
All India,Overall,2017-18,primary,overall,3.51
Andaman & Nicobar Islands,General,2018-19,primary,overall,2.33
Andaman & Nicobar Islands,SC,2018-19,primary,overall,0
Andaman & Nicobar Islands,ST,2018-19,primary,overall,2.26
Andaman & Nicobar Islands,OBC,2018-19,primary,overall,0
Andaman & Nicobar Islands,Overall,2018-19,primary,overall,1
Andhra Pradesh,General,2018-19,primary,overall,0
Andhra Pradesh,SC,2018-19,primary,overall,0
Andhra Pradesh,ST,2018-19,primary,overall,0.53
Andhra Pradesh,OBC,2018-19,primary,overall,0
Andhra Pradesh,Overall,2018-19,primary,overall,0
Arunachal Pradesh,General,2018-19,primary,overall,12.1
Arunachal Pradesh,SC,2018-19,primary,overall,0
Arunachal Pradesh,ST,2018-19,primary,overall,16.2
Arunachal Pradesh,OBC,2018-19,primary,overall,0
Arunachal Pradesh,Overall,2018-19,primary,overall,13.78
Assam,General,2018-19,primary,overall,1.86
Assam,SC,2018-19,primary,overall,2.67
Assam,ST,2018-19,primary,overall,3.58
Assam,OBC,2018-19,primary,overall,5.34
Assam,Overall,2018-19,primary,overall,3.07
Bihar,General,2018-19,primary,overall,2.18
Bihar,SC,2018-19,primary,overall,10.49
Bihar,ST,2018-19,primary,overall,3.94
Bihar,OBC,2018-19,primary,overall,8.26
Bihar,Overall,2018-19,primary,overall,7.76
Chandigarh,General,2018-19,primary,overall,0
Chandigarh,SC,2018-19,primary,overall,0
Chandigarh,ST,2018-19,primary,overall,14.45
Chandigarh,OBC,2018-19,primary,overall,0
Chandigarh,Overall,2018-19,primary,overall,0
Chhattisgarh,General,2018-19,primary,overall,1.87
Chhattisgarh,SC,2018-19,primary,overall,3.2
Chhattisgarh,ST,2018-19,primary,overall,7.24
Chhattisgarh,OBC,2018-19,primary,overall,0.84
Chhattisgarh,Overall,2018-19,primary,overall,3.39
Dadra & Nagar Haveli,General,2018-19,primary,overall,0
Dadra & Nagar Haveli,SC,2018-19,primary,overall,0
Dadra & Nagar Haveli,ST,2018-19,primary,overall,0.35
Dadra & Nagar Haveli,OBC,2018-19,primary,overall,6.41
Dadra & Nagar Haveli,Overall,2018-19,primary,overall,0
Daman & Diu,General,2018-19,primary,overall,0
Daman & Diu,SC,2018-19,primary,overall,5.93
Daman & Diu,ST,2018-19,primary,overall,1.07
Daman & Diu,OBC,2018-19,primary,overall,6.59
Daman & Diu,Overall,2018-19,primary,overall,0
Delhi,General,2018-19,primary,overall,0
Delhi,SC,2018-19,primary,overall,0
Delhi,ST,2018-19,primary,overall,0
Delhi,OBC,2018-19,primary,overall,0.66
Delhi,Overall,2018-19,primary,overall,0
Goa,General,2018-19,primary,overall,3.64
Goa,SC,2018-19,primary,overall,0
Goa,ST,2018-19,primary,overall,0
Goa,OBC,2018-19,primary,overall,0
Goa,Overall,2018-19,primary,overall,1.53
Gujarat,General,2018-19,primary,overall,0
Gujarat,SC,2018-19,primary,overall,7.47
Gujarat,ST,2018-19,primary,overall,3.88
Gujarat,OBC,2018-19,primary,overall,4.25
Gujarat,Overall,2018-19,primary,overall,2.25
Haryana,General,2018-19,primary,overall,0
Haryana,SC,2018-19,primary,overall,0.77
Haryana,ST,2018-19,primary,overall,0
Haryana,OBC,2018-19,primary,overall,1.62
Haryana,Overall,2018-19,primary,overall,0
Himachal Pradesh,General,2018-19,primary,overall,0.08
Himachal Pradesh,SC,2018-19,primary,overall,0.87
Himachal Pradesh,ST,2018-19,primary,overall,0
Himachal Pradesh,OBC,2018-19,primary,overall,0.81
Himachal Pradesh,Overall,2018-19,primary,overall,0.3
Jammu & Kashmir,General,2018-19,primary,overall,3.34
Jammu & Kashmir,SC,2018-19,primary,overall,4.76
Jammu & Kashmir,ST,2018-19,primary,overall,10.94
Jammu & Kashmir,OBC,2018-19,primary,overall,26.62
Jammu & Kashmir,Overall,2018-19,primary,overall,6.71
Jharkhand,General,2018-19,primary,overall,0
Jharkhand,SC,2018-19,primary,overall,6.13
Jharkhand,ST,2018-19,primary,overall,7.69
Jharkhand,OBC,2018-19,primary,overall,5.56
Jharkhand,Overall,2018-19,primary,overall,5.4
Karnataka,General,2018-19,primary,overall,2.31
Karnataka,SC,2018-19,primary,overall,0
Karnataka,ST,2018-19,primary,overall,0.26
Karnataka,OBC,2018-19,primary,overall,0
Karnataka,Overall,2018-19,primary,overall,0
Kerala,General,2018-19,primary,overall,0
Kerala,SC,2018-19,primary,overall,0.6
Kerala,ST,2018-19,primary,overall,0
Kerala,OBC,2018-19,primary,overall,0.83
Kerala,Overall,2018-19,primary,overall,0.15
Lakshadweep,General,2018-19,primary,overall,36.84
Lakshadweep,SC,2018-19,primary,overall,0
Lakshadweep,ST,2018-19,primary,overall,0
Lakshadweep,OBC,2018-19,primary,overall,0
Lakshadweep,Overall,2018-19,primary,overall,0
Madhya Pradesh,General,2018-19,primary,overall,5.22
Madhya Pradesh,SC,2018-19,primary,overall,4.17
Madhya Pradesh,ST,2018-19,primary,overall,4.4
Madhya Pradesh,OBC,2018-19,primary,overall,1.5
Madhya Pradesh,Overall,2018-19,primary,overall,3.25
Maharashtra,General,2018-19,primary,overall,0.08
Maharashtra,SC,2018-19,primary,overall,0.73
Maharashtra,ST,2018-19,primary,overall,0.83
Maharashtra,OBC,2018-19,primary,overall,2.58
Maharashtra,Overall,2018-19,primary,overall,1.09
Manipur,General,2018-19,primary,overall,2.28
Manipur,SC,2018-19,primary,overall,3.53
Manipur,ST,2018-19,primary,overall,7.29
Manipur,OBC,2018-19,primary,overall,7.68
Manipur,Overall,2018-19,primary,overall,6.1
Meghalaya,General,2018-19,primary,overall,14.82
Meghalaya,SC,2018-19,primary,overall,0
Meghalaya,ST,2018-19,primary,overall,17.52
Meghalaya,OBC,2018-19,primary,overall,16.37
Meghalaya,Overall,2018-19,primary,overall,16.88
Mizoram,General,2018-19,primary,overall,26.62
Mizoram,SC,2018-19,primary,overall,0
Mizoram,ST,2018-19,primary,overall,7.75
Mizoram,OBC,2018-19,primary,overall,0
Mizoram,Overall,2018-19,primary,overall,7.52
Nagaland,General,2018-19,primary,overall,0
Nagaland,SC,2018-19,primary,overall,22.74
Nagaland,ST,2018-19,primary,overall,11.62
Nagaland,OBC,2018-19,primary,overall,37.02
Nagaland,Overall,2018-19,primary,overall,11.41
Odisha,General,2018-19,primary,overall,4.03
Odisha,SC,2018-19,primary,overall,3.1
Odisha,ST,2018-19,primary,overall,4.9
Odisha,OBC,2018-19,primary,overall,1.9
Odisha,Overall,2018-19,primary,overall,3.36
Puducherry,General,2018-19,primary,overall,36.47
Puducherry,SC,2018-19,primary,overall,0
Puducherry,ST,2018-19,primary,overall,6.77
Puducherry,OBC,2018-19,primary,overall,0
Puducherry,Overall,2018-19,primary,overall,0.57
Punjab,General,2018-19,primary,overall,1.02
Punjab,SC,2018-19,primary,overall,2.22
Punjab,ST,2018-19,primary,overall,9.88
Punjab,OBC,2018-19,primary,overall,0.19
Punjab,Overall,2018-19,primary,overall,1.35
Rajasthan,General,2018-19,primary,overall,6.42
Rajasthan,SC,2018-19,primary,overall,6.04
Rajasthan,ST,2018-19,primary,overall,6.84
Rajasthan,OBC,2018-19,primary,overall,3.86
Rajasthan,Overall,2018-19,primary,overall,5.19
Sikkim,General,2018-19,primary,overall,3.16
Sikkim,SC,2018-19,primary,overall,4.05
Sikkim,ST,2018-19,primary,overall,5.35
Sikkim,OBC,2018-19,primary,overall,6.8
Sikkim,Overall,2018-19,primary,overall,5.4
Tamilnadu,General,2018-19,primary,overall,3.1
Tamilnadu,SC,2018-19,primary,overall,1.53
Tamilnadu,ST,2018-19,primary,overall,6.5
Tamilnadu,OBC,2018-19,primary,overall,0.81
Tamilnadu,Overall,2018-19,primary,overall,1.16
Telangana,General,2018-19,primary,overall,0
Telangana,SC,2018-19,primary,overall,1.14
Telangana,ST,2018-19,primary,overall,5.98
Telangana,OBC,2018-19,primary,overall,3.74
Telangana,Overall,2018-19,primary,overall,1.92
Tripura,General,2018-19,primary,overall,2.32
Tripura,SC,2018-19,primary,overall,2.13
Tripura,ST,2018-19,primary,overall,4.16
Tripura,OBC,2018-19,primary,overall,2.71
Tripura,Overall,2018-19,primary,overall,3.06
Uttarakhand,General,2018-19,primary,overall,0.08
Uttarakhand,SC,2018-19,primary,overall,4.59
Uttarakhand,ST,2018-19,primary,overall,5.19
Uttarakhand,OBC,2018-19,primary,overall,7.96
Uttarakhand,Overall,2018-19,primary,overall,3.67
Uttar Pradesh,General,2018-19,primary,overall,15.99
Uttar Pradesh,SC,2018-19,primary,overall,8.07
Uttar Pradesh,ST,2018-19,primary,overall,1.09
Uttar Pradesh,OBC,2018-19,primary,overall,8.36
Uttar Pradesh,Overall,2018-19,primary,overall,9.71
West Bengal,General,2018-19,primary,overall,5.28
West Bengal,SC,2018-19,primary,overall,4.54
West Bengal,ST,2018-19,primary,overall,6.36
West Bengal,OBC,2018-19,primary,overall,0
West Bengal,Overall,2018-19,primary,overall,3.47
All India,Overall,2018-19,primary,overall,4.45
Andaman & Nicobar Islands,General,2019-20,primary,overall,0
Andaman & Nicobar Islands,SC,2019-20,primary,overall,97.35
Andaman & Nicobar Islands,ST,2019-20,primary,overall,1.44
Andaman & Nicobar Islands,OBC,2019-20,primary,overall,0
Andaman & Nicobar Islands,Overall,2019-20,primary,overall,0.51
Andhra Pradesh,General,2019-20,primary,overall,0
Andhra Pradesh,SC,2019-20,primary,overall,0
Andhra Pradesh,ST,2019-20,primary,overall,0.14
Andhra Pradesh,OBC,2019-20,primary,overall,0
Andhra Pradesh,Overall,2019-20,primary,overall,0
Arunachal Pradesh,General,2019-20,primary,overall,5.43
Arunachal Pradesh,SC,2019-20,primary,overall,13.42
Arunachal Pradesh,ST,2019-20,primary,overall,6.08
Arunachal Pradesh,OBC,2019-20,primary,overall,11.63
Arunachal Pradesh,Overall,2019-20,primary,overall,6.22
Assam,General,2019-20,primary,overall,4.44
Assam,SC,2019-20,primary,overall,3.12
Assam,ST,2019-20,primary,overall,5.26
Assam,OBC,2019-20,primary,overall,3.91
Assam,Overall,2019-20,primary,overall,4.31
Bihar,General,2019-20,primary,overall,4.04
Bihar,SC,2019-20,primary,overall,1.96
Bihar,ST,2019-20,primary,overall,9.9
Bihar,OBC,2019-20,primary,overall,1.6
Bihar,Overall,2019-20,primary,overall,2.28
Chandigarh,General,2019-20,primary,overall,0
Chandigarh,SC,2019-20,primary,overall,0
Chandigarh,ST,2019-20,primary,overall,0
Chandigarh,OBC,2019-20,primary,overall,0
Chandigarh,Overall,2019-20,primary,overall,0
Chhattisgarh,General,2019-20,primary,overall,0
Chhattisgarh,SC,2019-20,primary,overall,0
Chhattisgarh,ST,2019-20,primary,overall,3.16
Chhattisgarh,OBC,2019-20,primary,overall,0.54
Chhattisgarh,Overall,2019-20,primary,overall,1.02
Dadra & Nagar Haveli,General,2019-20,primary,overall,0
Dadra & Nagar Haveli,SC,2019-20,primary,overall,0
Dadra & Nagar Haveli,ST,2019-20,primary,overall,0.07
Dadra & Nagar Haveli,OBC,2019-20,primary,overall,0
Dadra & Nagar Haveli,Overall,2019-20,primary,overall,0
Daman & Diu,General,2019-20,primary,overall,0.25
Daman & Diu,SC,2019-20,primary,overall,0
Daman & Diu,ST,2019-20,primary,overall,0
Daman & Diu,OBC,2019-20,primary,overall,0
Daman & Diu,Overall,2019-20,primary,overall,0
Delhi,General,2019-20,primary,overall,0
Delhi,SC,2019-20,primary,overall,0
Delhi,ST,2019-20,primary,overall,2.71
Delhi,OBC,2019-20,primary,overall,0
Delhi,Overall,2019-20,primary,overall,0
Goa,General,2019-20,primary,overall,1.52
Goa,SC,2019-20,primary,overall,0
Goa,ST,2019-20,primary,overall,0
Goa,OBC,2019-20,primary,overall,0
Goa,Overall,2019-20,primary,overall,0.27
Gujarat,General,2019-20,primary,overall,1.45
Gujarat,SC,2019-20,primary,overall,0
Gujarat,ST,2019-20,primary,overall,2.34
Gujarat,OBC,2019-20,primary,overall,0.38
Gujarat,Overall,2019-20,primary,overall,0.96
Haryana,General,2019-20,primary,overall,0
Haryana,SC,2019-20,primary,overall,0
Haryana,ST,2019-20,primary,overall,0
Haryana,OBC,2019-20,primary,overall,0
Haryana,Overall,2019-20,primary,overall,0
Himachal Pradesh,General,2019-20,primary,overall,1.39
Himachal Pradesh,SC,2019-20,primary,overall,0.63
Himachal Pradesh,ST,2019-20,primary,overall,0.88
Himachal Pradesh,OBC,2019-20,primary,overall,0
Himachal Pradesh,Overall,2019-20,primary,overall,0.86
Jammu & Kashmir,General,2019-20,primary,overall,2.42
Jammu & Kashmir,SC,2019-20,primary,overall,3.79
Jammu & Kashmir,ST,2019-20,primary,overall,19.03
Jammu & Kashmir,OBC,2019-20,primary,overall,9.76
Jammu & Kashmir,Overall,2019-20,primary,overall,5.86
Jharkhand,General,2019-20,primary,overall,9.69
Jharkhand,SC,2019-20,primary,overall,11.05
Jharkhand,ST,2019-20,primary,overall,6.51
Jharkhand,OBC,2019-20,primary,overall,3.81
Jharkhand,Overall,2019-20,primary,overall,6.34
Karnataka,General,2019-20,primary,overall,4.82
Karnataka,SC,2019-20,primary,overall,0.9
Karnataka,ST,2019-20,primary,overall,1.11
Karnataka,OBC,2019-20,primary,overall,0.54
Karnataka,Overall,2019-20,primary,overall,1.18
Kerala,General,2019-20,primary,overall,1.49
Kerala,SC,2019-20,primary,overall,0
Kerala,ST,2019-20,primary,overall,6.18
Kerala,OBC,2019-20,primary,overall,0
Kerala,Overall,2019-20,primary,overall,0
Ladakh,General,2019-20,primary,overall,0
Ladakh,SC,2019-20,primary,overall,0
Ladakh,ST,2019-20,primary,overall,0
Ladakh,OBC,2019-20,primary,overall,0
Ladakh,Overall,2019-20,primary,overall,0
Lakshadweep,General,2019-20,primary,overall,0
Lakshadweep,SC,2019-20,primary,overall,0
Lakshadweep,ST,2019-20,primary,overall,0
Lakshadweep,OBC,2019-20,primary,overall,0
Lakshadweep,Overall,2019-20,primary,overall,0
Madhya Pradesh,General,2019-20,primary,overall,0
Madhya Pradesh,SC,2019-20,primary,overall,2.18
Madhya Pradesh,ST,2019-20,primary,overall,3.68
Madhya Pradesh,OBC,2019-20,primary,overall,0.41
Madhya Pradesh,Overall,2019-20,primary,overall,0.78
Maharashtra,General,2019-20,primary,overall,0
Maharashtra,SC,2019-20,primary,overall,0
Maharashtra,ST,2019-20,primary,overall,0
Maharashtra,OBC,2019-20,primary,overall,0.66
Maharashtra,Overall,2019-20,primary,overall,0.02
Manipur,General,2019-20,primary,overall,5.93
Manipur,SC,2019-20,primary,overall,3.92
Manipur,ST,2019-20,primary,overall,13.76
Manipur,OBC,2019-20,primary,overall,3.57
Manipur,Overall,2019-20,primary,overall,8.77
Meghalaya,General,2019-20,primary,overall,1.79
Meghalaya,SC,2019-20,primary,overall,9.5
Meghalaya,ST,2019-20,primary,overall,7.47
Meghalaya,OBC,2019-20,primary,overall,0
Meghalaya,Overall,2019-20,primary,overall,7.02
Mizoram,General,2019-20,primary,overall,12.87
Mizoram,SC,2019-20,primary,overall,0
Mizoram,ST,2019-20,primary,overall,7.78
Mizoram,OBC,2019-20,primary,overall,58.19
Mizoram,Overall,2019-20,primary,overall,7.8
Nagaland,General,2019-20,primary,overall,18.96
Nagaland,SC,2019-20,primary,overall,0
Nagaland,ST,2019-20,primary,overall,3.46
Nagaland,OBC,2019-20,primary,overall,0
Nagaland,Overall,2019-20,primary,overall,4.22
Odisha,General,2019-20,primary,overall,0
Odisha,SC,2019-20,primary,overall,0.48
Odisha,ST,2019-20,primary,overall,4.27
Odisha,OBC,2019-20,primary,overall,0
Odisha,Overall,2019-20,primary,overall,0.82
Puducherry,General,2019-20,primary,overall,0
Puducherry,SC,2019-20,primary,overall,0
Puducherry,ST,2019-20,primary,overall,0
Puducherry,OBC,2019-20,primary,overall,0
Puducherry,Overall,2019-20,primary,overall,0
Punjab,General,2019-20,primary,overall,0
Punjab,SC,2019-20,primary,overall,0
Punjab,ST,2019-20,primary,overall,0
Punjab,OBC,2019-20,primary,overall,0
Punjab,Overall,2019-20,primary,overall,0
Rajasthan,General,2019-20,primary,overall,1.75
Rajasthan,SC,2019-20,primary,overall,2.88
Rajasthan,ST,2019-20,primary,overall,4.81
Rajasthan,OBC,2019-20,primary,overall,2.51
Rajasthan,Overall,2019-20,primary,overall,2.85
Sikkim,General,2019-20,primary,overall,3.57
Sikkim,SC,2019-20,primary,overall,0.92
Sikkim,ST,2019-20,primary,overall,2.27
Sikkim,OBC,2019-20,primary,overall,0
Sikkim,Overall,2019-20,primary,overall,0
Tamilnadu,General,2019-20,primary,overall,0.08
Tamilnadu,SC,2019-20,primary,overall,1.45
Tamilnadu,ST,2019-20,primary,overall,3.47
Tamilnadu,OBC,2019-20,primary,overall,1
Tamilnadu,Overall,2019-20,primary,overall,1.12
Telangana,General,2019-20,primary,overall,0
Telangana,SC,2019-20,primary,overall,0
Telangana,ST,2019-20,primary,overall,1.18
Telangana,OBC,2019-20,primary,overall,0
Telangana,Overall,2019-20,primary,overall,0
Tripura,General,2019-20,primary,overall,6.41
Tripura,SC,2019-20,primary,overall,0
Tripura,ST,2019-20,primary,overall,3.26
Tripura,OBC,2019-20,primary,overall,0
Tripura,Overall,2019-20,primary,overall,2
Uttarakhand,General,2019-20,primary,overall,0.28
Uttarakhand,SC,2019-20,primary,overall,3.15
Uttarakhand,ST,2019-20,primary,overall,0.26
Uttarakhand,OBC,2019-20,primary,overall,5.31
Uttarakhand,Overall,2019-20,primary,overall,2.47
Uttar Pradesh,General,2019-20,primary,overall,0
Uttar Pradesh,SC,2019-20,primary,overall,2.59
Uttar Pradesh,ST,2019-20,primary,overall,2.24
Uttar Pradesh,OBC,2019-20,primary,overall,3.66
Uttar Pradesh,Overall,2019-20,primary,overall,2.65
West Bengal,General,2019-20,primary,overall,1.26
West Bengal,SC,2019-20,primary,overall,3.41
West Bengal,ST,2019-20,primary,overall,1.71
West Bengal,OBC,2019-20,primary,overall,0
West Bengal,Overall,2019-20,primary,overall,0.63
All India,Overall,2019-20,primary,overall,1.48
Andaman & Nicobar Islands,General,2020-21,primary,overall,4.27
Andaman & Nicobar Islands,SC,2020-21,primary,overall,0
Andaman & Nicobar Islands,ST,2020-21,primary,overall,2.4
Andaman & Nicobar Islands,OBC,2020-21,primary,overall,0
Andaman & Nicobar Islands,Overall,2020-21,primary,overall,2.3
Andhra Pradesh,General,2020-21,primary,overall,0
Andhra Pradesh,SC,2020-21,primary,overall,0
Andhra Pradesh,ST,2020-21,primary,overall,0.68
Andhra Pradesh,OBC,2020-21,primary,overall,0
Andhra Pradesh,Overall,2020-21,primary,overall,0
Arunachal Pradesh,General,2020-21,primary,overall,11.94
Arunachal Pradesh,SC,2020-21,primary,overall,24.45
Arunachal Pradesh,ST,2020-21,primary,overall,5.89
Arunachal Pradesh,OBC,2020-21,primary,overall,18.47
Arunachal Pradesh,Overall,2020-21,primary,overall,8.13
Assam,General,2020-21,primary,overall,3.66
Assam,SC,2020-21,primary,overall,1.58
Assam,ST,2020-21,primary,overall,3.35
Assam,OBC,2020-21,primary,overall,2.93
Assam,Overall,2020-21,primary,overall,3.27
Bihar,General,2020-21,primary,overall,0
Bihar,SC,2020-21,primary,overall,0.39
Bihar,ST,2020-21,primary,overall,1.56
Bihar,OBC,2020-21,primary,overall,0
Bihar,Overall,2020-21,primary,overall,0
Chandigarh,General,2020-21,primary,overall,0
Chandigarh,SC,2020-21,primary,overall,0
Chandigarh,ST,2020-21,primary,overall,0
Chandigarh,OBC,2020-21,primary,overall,1.35
Chandigarh,Overall,2020-21,primary,overall,0
Chhattisgarh,General,2020-21,primary,overall,1.06
Chhattisgarh,SC,2020-21,primary,overall,0.67
Chhattisgarh,ST,2020-21,primary,overall,1.41
Chhattisgarh,OBC,2020-21,primary,overall,0.15
Chhattisgarh,Overall,2020-21,primary,overall,0.71
Dadra & Nagar Haveli,General,2020-21,primary,overall,5.56
Dadra & Nagar Haveli,SC,2020-21,primary,overall,3.75
Dadra & Nagar Haveli,ST,2020-21,primary,overall,0.18
Dadra & Nagar Haveli,OBC,2020-21,primary,overall,0
Dadra & Nagar Haveli,Overall,2020-21,primary,overall,2.58
Daman & Diu,General,2020-21,primary,overall,8.21
Daman & Diu,SC,2020-21,primary,overall,0
Daman & Diu,ST,2020-21,primary,overall,7.39
Daman & Diu,OBC,2020-21,primary,overall,4.61
Daman & Diu,Overall,2020-21,primary,overall,6.87
Delhi,General,2020-21,primary,overall,0
Delhi,SC,2020-21,primary,overall,0
Delhi,ST,2020-21,primary,overall,1.7
Delhi,OBC,2020-21,primary,overall,0
Delhi,Overall,2020-21,primary,overall,0
Goa,General,2020-21,primary,overall,2.58
Goa,SC,2020-21,primary,overall,3.05
Goa,ST,2020-21,primary,overall,0
Goa,OBC,2020-21,primary,overall,0
Goa,Overall,2020-21,primary,overall,1.54
Gujarat,General,2020-21,primary,overall,4.18
Gujarat,SC,2020-21,primary,overall,0
Gujarat,ST,2020-21,primary,overall,0.42
Gujarat,OBC,2020-21,primary,overall,0
Gujarat,Overall,2020-21,primary,overall,1.02
Haryana,General,2020-21,primary,overall,1.92
Haryana,SC,2020-21,primary,overall,1.67
Haryana,ST,2020-21,primary,overall,4.42
Haryana,OBC,2020-21,primary,overall,2.65
Haryana,Overall,2020-21,primary,overall,2.09
Himachal Pradesh,General,2020-21,primary,overall,1.91
Himachal Pradesh,SC,2020-21,primary,overall,1.88
Himachal Pradesh,ST,2020-21,primary,overall,0.62
Himachal Pradesh,OBC,2020-21,primary,overall,2.33
Himachal Pradesh,Overall,2020-21,primary,overall,1.89
Jammu & Kashmir,General,2020-21,primary,overall,4.21
Jammu & Kashmir,SC,2020-21,primary,overall,2.33
Jammu & Kashmir,ST,2020-21,primary,overall,5.54
Jammu & Kashmir,OBC,2020-21,primary,overall,5.91
Jammu & Kashmir,Overall,2020-21,primary,overall,4.36
Jharkhand,General,2020-21,primary,overall,2.79
Jharkhand,SC,2020-21,primary,overall,4.74
Jharkhand,ST,2020-21,primary,overall,6.88
Jharkhand,OBC,2020-21,primary,overall,1.06
Jharkhand,Overall,2020-21,primary,overall,3.46
Karnataka,General,2020-21,primary,overall,6.5
Karnataka,SC,2020-21,primary,overall,0.6
Karnataka,ST,2020-21,primary,overall,0.42
Karnataka,OBC,2020-21,primary,overall,0.32
Karnataka,Overall,2020-21,primary,overall,1.1
Kerala,General,2020-21,primary,overall,1.73
Kerala,SC,2020-21,primary,overall,0.02
Kerala,ST,2020-21,primary,overall,1.65
Kerala,OBC,2020-21,primary,overall,0
Kerala,Overall,2020-21,primary,overall,0.02
Ladakh,General,2020-21,primary,overall,9.69
Ladakh,SC,2020-21,primary,overall,11.11
Ladakh,ST,2020-21,primary,overall,3.64
Ladakh,OBC,2020-21,primary,overall,0
Ladakh,Overall,2020-21,primary,overall,4.07
Lakshadweep,General,2020-21,primary,overall,0
Lakshadweep,SC,2020-21,primary,overall,0
Lakshadweep,ST,2020-21,primary,overall,0
Lakshadweep,OBC,2020-21,primary,overall,9.41
Lakshadweep,Overall,2020-21,primary,overall,0
Madhya Pradesh,General,2020-21,primary,overall,1.57
Madhya Pradesh,SC,2020-21,primary,overall,0
Madhya Pradesh,ST,2020-21,primary,overall,1.37
Madhya Pradesh,OBC,2020-21,primary,overall,2.08
Madhya Pradesh,Overall,2020-21,primary,overall,1.34
Maharashtra,General,2020-21,primary,overall,0.67
Maharashtra,SC,2020-21,primary,overall,0.91
Maharashtra,ST,2020-21,primary,overall,1.55
Maharashtra,OBC,2020-21,primary,overall,1.28
Maharashtra,Overall,2020-21,primary,overall,1
Manipur,General,2020-21,primary,overall,11.54
Manipur,SC,2020-21,primary,overall,17.74
Manipur,ST,2020-21,primary,overall,10.42
Manipur,OBC,2020-21,primary,overall,1.56
Manipur,Overall,2020-21,primary,overall,8.54
Meghalaya,General,2020-21,primary,overall,8.03
Meghalaya,SC,2020-21,primary,overall,0
Meghalaya,ST,2020-21,primary,overall,7.44
Meghalaya,OBC,2020-21,primary,overall,14.06
Meghalaya,Overall,2020-21,primary,overall,7.42
Mizoram,General,2020-21,primary,overall,4.85
Mizoram,SC,2020-21,primary,overall,0
Mizoram,ST,2020-21,primary,overall,8.24
Mizoram,OBC,2020-21,primary,overall,0
Mizoram,Overall,2020-21,primary,overall,8.06
Nagaland,General,2020-21,primary,overall,4.16
Nagaland,SC,2020-21,primary,overall,22.95
Nagaland,ST,2020-21,primary,overall,4.98
Nagaland,OBC,2020-21,primary,overall,21.8
Nagaland,Overall,2020-21,primary,overall,5.91
Odisha,General,2020-21,primary,overall,0
Odisha,SC,2020-21,primary,overall,0
Odisha,ST,2020-21,primary,overall,1.37
Odisha,OBC,2020-21,primary,overall,0
